message,sentiment
"@Patrick_Kunkel @berlinwerbung Keine neuen T-Shirts eingetroffen! Und, Freunde, was soll ich jetzt heute anziehen?",negative
@taufikrahmannn folback pik :D,positive
Nichts als die Wahrheit #instamood #instagood #instaGD #igers #tbt #like #follow #me #cute… http://t.co/nhh3yePiYC,neutral
Bezahlte Artikel ★ pay per post ★ #Geld #verdienen mit dem Blog - http://t.co/dkqSrAryWJ - #Geld #verdienen im Internet,neutral
Also wenn ich 10kg weniger wiegen würde wäre schon sehr nice. http://t.co/nQmc5Lk2uN,positive
@tillzz @Strucki_Nds so isses. Ich forsche da aber morgen früh nochmal nach...und wenn sie's nicht gebacken kriegen wärs echt schade.,negative
@sarahemily_11 Daumen drücken wofür? Dass sie die Wohnung bekommt oder nicht bekommt?,neutral
"@fabifly41 Piraten, Grüne, Die Partei, dann schon Tierschutz. Weit abgeschlagen letzter: CDU/CSU. Davor Punktgleich: FDP, SPD. #yey",neutral
"interessant. wegen drachen Überall! schon * that macht mir nein :E · k, counting Trinke HTL-Gebäude ist",neutral
Was sagen wir zu Merkel heute abend? #PENIS #HACH oder #METT ? Denke #Einhorn passt bei ihr auf keinen Fall!,negative
"Na toll, ich muss dem #Taxi Fahrer den Weg erklären ... #Frankfurt ",negative
@AriFleischer @ggreenwald shocker. Ari Fleischer supports terrorism.,neutral
"RT @sigisworld_news: Das Paradies verdient, wer seine Freunde zum Lachen bringt. Aus dem Koran",positive
"Google Glasses, Okay! Aber eine Uhr zum Telefonieren mit 2 Tagen Akkulaufzeit? Schlechter Witz.",negative
Übertriebene Harmonie zwischen #Faymann und #Glawischnig echt widerlich. #orfwahl13,neutral
@o_oDerWolf ...ja nee .....is klar .einer muss sich opfern. .;-),neutral
Wuuu Da war jemand schnell mit den Bildern X3 http://t.co/RqF2W90vT3,positive
"Fast schade, dass heute Fußball ist, sonst würde ich gleich einen #himym Marathon starten… http://t.co/FAKGguKlcU",negative
geil wär wenn ihr garrys mod spielen würdet also horror mas oder freebuild (@YouTube http://t.co/vXpXD4ORsC),positive
Gute Nacht...der Letzte macht´s Licht aus...gelle? ;) ♥,positive
Schmetterlinge lachen...: Aus Fehlern lernen http://t.co/DvZgp2yNWC,positive
"Wenn mer Glück ham, nibbelt se ab. #tatort",neutral
@destrinachris weh...,negative
@Book_ofSaturday Altmaier war schon hier. Aber auch schnell wieder weg... #Termine ;-),positive
Proteste in der #Türkei: Polizei geht gewaltsam gegen Demonstranten vor http://t.co/mGeT8Y49wp,neutral
@HausOfNouf fllw back?,neutral
Yo My Phone Need To Die Already 😡😡,negative
Neue EU-Regel: Sparer müssen um Guthaben unter 100.000 Euro bangen http://t.co/og0d8QrPZr I wish this was in English,neutral
"Möchtet ihr uns gerne helfen, die WELTHERRSCHAFT an uns zu reißen? MUAHAHA. Dann tretet dem offiziellen... http://t.co/2NYlNdi8JZ",neutral
#seitensprung Weib sucht Abenteuer ohne Anspruch unauffaellig und attraktiv http://t.co/BdLSucHqv4,neutral
DE GUY LOOKS LIKE A DANGER TO SOCIETY!! @Richey160 er könnte ya im sumpf so n schönen LOVESHACK bauen--//not fer me!,negative
News: Beats Audio will Partnerschaft mit HTC beenden http://t.co/K09xE1GgK7,neutral
Dackel Anzeigen Kaninchenlanghaardackel sucht..... in Detern: Wir suchen liebevolle Zweibeiner f... http://t.co/wGUItpXsOR Hunde: Dackel,neutral
"@Emma09BVB Gute Nacht Angelika, schlaf gut und träume was Schönes! ♡",positive
Na herrlich. 5 Folgen Shopping Queen gleich. Ich kenne alle. Also muss was anderes her.,neutral
"Ich bin mehr so 'ne schöne, gelbe Banane. #was o_O",negative
Carpe Diem Kombucha: Leichter Genuss aus dem Meer http://t.co/WHrAncJEbm via #Bodensee #News #Pressemeldung,positive
Albert Einstein looking fabulous back then http://t.co/JVjZSwVpK2,positive
"2013 - Neue Armutsgrenze erreicht, Geld ist so knapp, dass die Halloween Schminke nur für eine Gesichtshälfte reicht.",neutral
"Wenn deine Freunde Abend für Abend was unternehmen und du nicht dabei sein kannst, ist das ziemlich deprimierend.",negative
Die Belohnung für's Warten. Eine Tour nach Bohnsdorf. Vielen Dank lieber Fahrgast.,positive
RT @alibas76: Berlusconis Partei droht wg Urteil gg ihren Meister mit Koalitionsbruch -Ich empfehle Auswanderung nach Nordkorea! http://t.c…,neutral
"RT @paule002: Bitte, bitte, bitte nie mehr Schauspieler einladen! #hartaberfair",negative
Gute Laune Energie für die ganze Galaxie! http://t.co/bTEsBSGfyR,positive
ich seh aus wien bonbon hahahah,positive
"@wonderboomb Klar, einfach gegen den Ball treten.....reicht schon^^",positive
@Einbruch :-D,positive
Lunch @warungstation (at Warung Stasiun) [pic] — https://t.co/06wA1i4RsI,neutral
"Mittels timr Team Tracking Zeiten für Ihr Team erfassen, in diesem Blogpost lesen Sie alle Details dazu: http://t.co/xBRhQz1Rl9",neutral
"Berlin, Schadenregulierer (m/w) Sach Schaden für das Regulierungsgebiet Ostsachsen http://t.co/9uod4t3uaU Jobs Versicherung",neutral
RT @CaschysBlog: Project Shield von Google will gefährdete Webseiten schützen http://t.co/y9biOKRuaR,neutral
"Neueste Taktik: machen! Wenn's nicht passt, war's nix!",neutral
"@ichdenkenicht Ja, irgendwie schon. Ihre Stimme hatte halt so viel mehr.",neutral
"@TueftlerFreak Nö, kein Monolog. Freue mich auf Deinen nächsten Tweet. Schöner Tag . #ehermorgenmuffelich",positive
Kleine Stückelungen begünstigen Privatanleger http://t.co/pbNog49fKv #Schweiz #Finanzen,neutral
"@speedy18122 gebe ich dir Recht, aber am besten sind einfach Projekte die sich von anderen abheben und etwas ganz neues bieten.",neutral
Ik ben echt klein oh god...,negative
"RT @energiedienst: Ökostrom-Umlage: Strom wird wohl teurer, aber nicht überall: Energiedienst erhöht nicht - badische-zeitung.de http://t.c…",neutral
@jp_ffm nein. Hat in FFM und Umgebung mächtig für Wirbel gesorgt.,neutral
RT @SPIEGEL_Top: Exportstärke: USA üben scharfe Kritik an Deutschlands Wirtschaftspolitik http://t.co/A7uMUNLX5d,neutral
@_Ruha_Chan Hi (*o*)v habs endlich geschafft XDXD,positive
"@ernst_michalek @derhavas da hast du recht, peinlich, peinlich",negative
Tödlicher Badeunfall....http://t.co/xE4N6C16fK,neutral
poah man kommt hier kaum hinterher o.O au weia. ich werde wohl alt,negative
"Boah, keinen Bock mehr, ey.",negative
"In 10 Tagen heißt es wieder Back to school, deshalb haben wir für Eure Kids die neusten Herbsttrends! http://t.co/qxrUaI08nZ",neutral
?Traumhafte Deckeldose getragen von drei Puttos?: Bad Homburg vor der Höhe | Biete ihnen hier eine Traumhaft s... http://t.co/ps2JT3Xihg,positive
Wo? ortseingang Lichtenau! Genauer? B68! Richtung? aus Richtung Paderborn kommend! Wann? 30.08.2013 17:14 Uhr!,neutral
Das war grammatikalisch gerade Quatsch. Geht ja gut los. I blame Mister and his special skills.,negative
#Seitensprung online finden Eisenstadt http://t.co/ugnxP4wlC4,neutral
@FranzeyNomNom meine Eier sind sehr interessiert,positive
edunn #Neuer #MiaSanMia #2-0 #Robben,neutral
God fucking dammit was tu ich noch hier? Ich wollte vor ner ewigkeit schlafen ;~; Morgen 7:05 unterricht. Würg.,negative
by http://t.co/3052PLqXCt OpenPli unterstützt keine Dream Multimedia Produkte mehr: OpenPli stellt die… http://t.co/ApenRDbsBe,neutral
@DaBieberMaster keith,neutral
Gerüchte: Holt Liverpool 16-jähriges Sturm-Talent Zivkovic? http://t.co/JZ6Z50sdjj,neutral
Team New Zealand baut Führung im Vuitton Cup aus http://t.co/bT9W56LILd,neutral
"@derM4nu bissl beruhigen, bei der nächsten Beleidigung a la ""Idiot"" usw. probieren wir die neue Twitter-Funktion aus.",negative
Söll ich ez hüt echt na ad MFW?,negative
"Sitz da nich bloß so rum; lern doch mal was! Och nö, nich jetzt, vielleicht später...",negative
Samstag Vormittag. #thenotebook http://t.co/ADf4DfT5q2,neutral
RT @WomanAtWork2: Bio-Kraftstoffe aus Algen http://t.co/PRYiUStiOc #Biomasse #Biotechnologie #Innovation #Biogas #Pharma,neutral
Auch Kevin #Großkreutz darf sich laut #Löw Hoffnungen machen. #DFB #BVB,neutral
"@franzizi_ ne. Versuche, mich zu entspannen ^^",positive
(reagiert nicht),negative
@MischungNo11 Halt rein! :-D,positive
@leahe13 nein nein ich bin eine intelligente Kamumpfel :)),positive
"Kicker.de:""SVWW zieht mit 1. FCH gleich - Pleite für Wacker http://t.co/DNG9WWEcla"" #Fussball #Kicker",neutral
Tränen gelacht! http://t.co/fJOPaM93B8,positive
"RT @Das_Glueckskind: Wach liegen, Gedankenkarussell, unbeantwortete Fragen, Bangen, Hoffen, Zweifeln, Stolz, Verblendung, Leere, Einsamkeit…",negative
Kochen für Angeber ☺ Tricks für die eigene Luxus-Bratensauce ☺ Zum Koch-Video: http://t.co/YJfX3DVE4n,positive
"@zwischen_welt @Mugglerin ICH HASSE DIESE HÄSSLICHEN HERZEN! (Sorry, das musste mal raus!).. ;-)",negative
"@ayuroro iy nah yu,bete bete deh kyk kt aufa hehe",neutral
Luxus-Oldtimer schlagen Gold-Investments deutlich... http://t.co/KjHU6NZtDw,neutral
@Paqui080863 @Pitsch_Peter @Federchen2 @softi66 @GypsyLady1962 @kunterbunt schöne Abendgrüße:-) http://t.co/njkzK6ifZd,positive
Gerade meinen Dad “Chabos wissen wer der Babo ist“ von #Haftbefehl gezeigt. Hab ihn schon lange nicht mehr so laut lachen hören.,positive
Empfohlene Hilfe Bei Schulden Auktionen http://t.co/dY8rkxQ1Th,neutral
@Heinrich1960 Guten Morgen wunderschönen Sonntag Heinrich hängt das Bild bei dir an der Wand? :-),positive
"@eric_maechler ehrlich, schwere Entscheidung? #goforkupfi @Swisscom_Care",neutral
Grausame erste Hälfte bis hier hin. Die zweite kann nur besser werden! #KoerbefuerD,negative
Anlagestrategie: In diese Aktien investiert George Soros: George Soros trennt sich von Gold und investiert dag... http://t.co/dIjeyYxjuS,neutral
#Schmuck SAL Y LIMON Armreif: Seit 2009 verzaubert SAL Y LIMON mit verspielten Kreationen f&amp;uuml;r spannende L... http://t.co/XMjsTn8Kcj,neutral
#DB #Bahn Schienenersatzverkehr 2013 Mühldorf- München: Aktuelle Änderungen http://t.co/X7fsVIp8Bk #Bauarbeiten-Sanierung-stattAusbau,neutral
http://t.co/pOVkjM2U5a #de Flüchtlingsmarsch erreicht München Polizei-Einsatz gegen Asylbewerber… http://t.co/EObAis003P,neutral
Nachts Blähung was kann ich ändern / verbessern ? http://t.co/ySKiVMPXmC,neutral
RT @spreeradio: Bundesliga-Auftakt für @HerthaBSC - gegen Eintracht Frankfurt sollen heute Nachmittag gleich drei Punkte her. #HaHoHe,neutral
"@FrauMimimi Meine Mama hat so gewaschen, dass meine komplette farbige Unterwäsche jetzt grau ist.",negative
@artus69 Haha! Besser gehts kaum noch. Nur in Ausnahmefällen also...,positive
@MerkilErdwurdz ...okay.,negative
tv duell: wer scheisse baut muss scheisse ernten. gleiches recht fuer alle.,neutral
mia wtf alfie und zoe sind auf dem roten teppich @TheNandosGirl,neutral
Mundwasser Gemisch aus leicht desinfizierenden Substanzen. Verleiht frischen Atem http://t.co/ConHIqrIXv,neutral
Calvin Klein Underwear Girls 716 Logo... http://t.co/ow1LMdWsgp #37637100-PC #Calvin #Girls #Klein #Logo #Underwear #Waistband,neutral
Miley Cyrus übertreibts langsam leicht.,negative
Zweiter Anlauf: Rendern geschafft.,positive
Manchester United – Norwich Live Stream online ansehen 29.10.2013 Football League Cup: Das… http://t.co/ppqtP39InY,neutral
Trabzonspor - Legia Warschau -:- (1:0) Ende 1. Halbzeit #TRALEG http://t.co/FxvbdqG8H4,neutral
Der Mensch muss fűr den Beginn eines neuen Zyklus arbeiten nicht nur #Silvester feiern #kultup,neutral
"Sigi Heinrich watscht die #Jogi-Basher leidenschaftlich ab: ""Schlagt #Löw endlich zum Ritter!"" http://t.co/e6RkUoY1MC",neutral
"#Stelle #Kader Berater/in Marken und Kommunikation: Keim Identity GmbH, Zürich http://t.co/g91GFOhPWz #Projekt #Business",neutral
Gefragte Produkte: K&amp;N Luftfilterreinigungsset: ReinigungssatzDer Reinigungssatz besteht aus… http://t.co/PLh0msOlYB,neutral
RT @POArocks: Great show last Saturday in #Olympia @LetzterGeist @DofDisorder @BabyandNobodies rocked! Pics soon! #band #sleazerock #rocknr…,positive
"Kommentar: Aufstand der ""Alten"" um Hundewiese in Hamm http://t.co/T9R5RwBwX9 http://t.co/SQGk0XpUXG",neutral
Sie wollen zusätzlich Geld verdienen? http://t.co/5l4kF1AzX9,neutral
"Kopf Wand Weiter Schalke! Ne, ich bin echt erschüttert.",negative
#anderefragen: Lästigen #Mief entfernen http://t.co/ULF6UcrdbC,neutral
Altersgerechtes Bauen will Hürden aus den Wohnlandschaften beseitigen http://t.co/j9qtNw4lBL #architektur,neutral
@EnnoBigBenno Verständlich. :-P,positive
"@Tasso2000 Ich werde gleich ein paar Tweets löschen, da doch sehr privat. :)",positive
"Check out ▶ ""Menschheit dämonisch besessen"" on @justintv http://t.co/T3riEQl6AJ",neutral
"Gute Besserung mutee {} RT ""@mutisafarina: Endlich muss ich zum Arzt gehen :|""",negative
#Englische_Lebensversicherungen kostenlos vergleichen • Testsieger • Extrem gute Rendite • Sehr sichere Anlage: http://t.co/4LggFmYvfk,neutral
Eine französische Mutter hat ihre dreijährige Tochter aus Verzweiflung in einen Fluss geworfen. Das Mädchen ertrank. http://t.co/a73r0ldXTJ,neutral
"Esskastanie zuverschenken: Bergen auf Rügen | Esskastanie an Selbstabholer abzugeben,ca 5m hoch ,gut gewachsen... http://t.co/s3Xz50bSnY",neutral
"25 Jahre hört sich irgendwie schon echt alt an. Langsam komme ich auch in den Bereich, wo man sich nicht mehr über's älter werden freut.",negative
". @VolkerPlass pro Staubsauger-Regulierung. Ich glaube nicht, dass er das ernst meint. Das kann nicht sein. http://t.co/1XSjusUQzg",neutral
Dolled up: Lebende Puppen: An der Fashion Week in Paris fielen Andrea von Chic in Zurich die Fashion Week Doll... http://t.co/NXlCdSec2M,neutral
@Heinrich1960 @herkules1976 habe gerade 'Schimmelimbissbude' gelesen :P Yummy^^ Guten Hunger Herr Kapitän!,positive
@oOMissPlaOo Zumal ich morgen noch ein paar andere Dinge tun muss.,neutral
Begehrte Top Marken bis zu 70% reduziert: Jetzt bei Amazon BuyVIP anmelden! http://t.co/2LGGd0myzc via @ClubShopping,neutral
Unglückliche Liebe.,neutral
@WSJDeutschland Große überraschung?,neutral
"@Enormous_Penis präzisiere bitte, schön rasiert, schön frisiert oder was???",neutral
//Die Herrschaften von SIX PACK verabschieden sich nach zwei exklusiven Konzerten (heute und morgen) in die... http://t.co/KB4oD5Hkm7,neutral
@Cynx Na hoffentlich machen die nicht zuviel Gas..,neutral
@floham In Lautern wars nötig. Nach 39 Spielen.,neutral
RT @LamiyaSlimani: Jetzt gönnich mir eine Pause ❤ Und betrachte diesen schönen blauen Himmel (im Blickwinkel: Umzugspakete 😁) http://t.co/T…,positive
Kredite vergleichen lohnt sich! http://t.co/5CKyF9sD2e,neutral
"@saxo_man nicht garfield, danke.",neutral
Was macht jemanden attraktiv? — offen und erlichkeit http://t.co/e3BkdwQjqS,neutral
"Saubere Nummer, Hamburger Jungs haben eingeheizt und abschlach abgerissen... Geiler Abend, geiler Tag! NUR DER... http://t.co/ZDdERpyTsT",positive
Am 22.10.2013 um 17.00 Uhr startet unser 1. Hangout On Air! Es geht um dunkle Materie und andere... http://t.co/lpER1N6LDG,neutral
Pünktlich unpünktlich. +25,neutral
@mlaauraaa dia sind natürlich zämma mim Hummer annen Live-Match gfahra...! Checksch?,neutral
"Gina 'Blümchen' Wild. Ich will euch alle, tanzen sehen! Boom Boom Boomerang!",neutral
"@Enormous_Penis @WMMAMM \o/ vielleicht schaffen wir's das du einen wegsteckst?! CHALLANGE ACCEPTED Bin dabei,wann genau machen wir noch aus",positive
@BCB_Bandung ajarin donk min..blm bs nich :|,neutral
“@__GorgeousA: Missing my booskie &lt;&lt;&lt;&lt;”Sprung Ass,neutral
Windows 8: Bundesregierung warnt vor behördlichem Einsatz: Die Bundesregierung hält Windows 8 laut einem Zeitu... http://t.co/hcf7qNrZfx,neutral
Ihr seht heute wunderschön aus! ❤️ You look beautiful today. #hamburg #welovehh #beauty http://t.co/OQAUKKzFPl,positive
"RT @PageOliver: SPD-Chef Gabriel: „Starkes Unionswahlergebnis erschwert Verhandlungen“ ""Die SPD-Basis sitz http://t.co/fBGmtFnMQX http://t.…",neutral
RT @littlewisehen: Das beste Politikerinterview aller Zeiten! .-)) http://t.co/EL0spegWl0,positive
"@SaraBrunzell jag va hungrig, ok?",neutral
@BeysHaus Hmmm sehr undeutlich. Aber egal omg jddjjsks,neutral
Del Ponte soll Despot zähmen http://t.co/ByB5c3gW7t #freysinger,neutral
Mein Döner Tattoo sollte natürlich von keinem geringeren als Ed Sheeran gestochen werden!,neutral
"50 Jahre @ZDFsportstudio und 50 Jahre Bundesliga. Schön, dass man auch jemanden von dem Verein eingeladen hat, der immer dabei war... Ach ne",positive
@K1X_Starscream Ja! Scheiße geil.,positive
Zupy Zupy Zupy!,positive
Da hat wohl jemandem der Snack nicht geschmeckt #berlin #street #food #burger http://t.co/UD2jR26WcB,negative
@andiesrich definitely not,negative
RT @freundvoniemand: Unsere Jugend zerstört,negative
Lebih happy nntn spongebob dri pda nntn bola :D,positive
Und morgen geht endlich wieder #BauersuchtFrau los! Ich freu mich wie ein Schneekönig ! #schwiegertochtergesucht #sg,positive
@VonHierAnBenny nur die @Junge_Union im Hintergrund von Zamperoni war natürlich doof. Keep calm until deine Kanzlerin abgewählt wird ☺☺,negative
tz: Bayern holt Supercup - Elfer-Lotto gegen Chelsea: Prag - Revanche geglückt! Der FC Bayern rächt sich für d... http://t.co/dafBKDARZ4,neutral
Farid Bang TEUFELSKREIS OFFICIAL HQ VIDEO von positiv bewertet.,neutral
"C. F. von Weizsäcker sagte 1983 (vor 25 Jahren), daß sein Buch, welches er als sein letztes “großes Werk”... http://t.co/fvF4bPFg2p",neutral
[N-TV] Repressionen gegen Bürgerrechtler: China nimmt bekannte Aktivisten fest http://t.co/4QyFaT0qV8,neutral
Guten Morgen allerseits...:-* Mein WE war wundervoll und Eures?,positive
"RT @Raum16: Perfektes Festivalwetter. Abflug! #BerlinFestival starts now! Bastille, Mia., Get well soon, Pet Shop Boys, Blur. Was ein Lineu…",positive
ePlayer: Highlights Türkei - Niederlande. Titel: WM-Quali: Robben stürzt Türkei ins Tal der Tränen. Kanal: Länderspiele,neutral
"RT @SportNewsBlog_: 1860: Funkel vor ""schwieriger Aufgabe"" http://t.co/7DT60gk8GN #fußball #bundesliga",neutral
echt unmöglich.,negative
RT @petrasorge: Hämischer Optimismus zu Zahlen der NYT: IT'S OFFICIAL: We Never Need To Worry About The Future Of Journalism Again! http://…,neutral
Zerfahrene DFB-Elf rettet Unentschieden http://t.co/ojRr5ufHfl,neutral
"Trainingstag 2 geschafft, Materialausgabe war auch erfolgreich. Morgen früh gehts endlich aufs Eis! #cantwait",positive
"Indien erreicht 2,1 Gigawatt Photovoltaik-Leistung: In Indien waren Ende August 2013 insgesamt Photovol... http://t.co/yhseqxVw1X #solar",neutral
RT @BieberTatt: England: Big Ben. Paris: Eiffel Tower. Canada: Justin Bieber. #mtvhottest Justin Bieber,positive
@CupCakeJuana hast du den film schon gesehen? Ich liebe den film haha,positive
Basti apa kabar&lt;3 @BSchweinsteiger,neutral
Da ham se mich erwischt... beim Webmastermeeting... Ick seh bombe aus! #frankfux #fuxamfreitag #suderbruch #sexy http://t.co/bGbp5GOvEK,positive
Fliegen erstmal 2 Kinder synchron aufs Maul und ich lache mich halb tot,positive
"RT @ginocultura: Das schöne von im Internet gekauften Scheiß ist, dass dir der Scheiß auch erklärt und geliefert wird.",positive
